22.0, 22.0, 21.0, 22.0, 21.0, 22.0, 21.0, 21.0, 22.0, 21.0, 21.0, 21.0, 22.0, 21.0, 21.0, 19.9, 3.15, 4.19, 3.15, 3.15, 4.19, 4.19, 4.19, 3.15, 4.19, 3.15, 4.19, 3.15, 4.19, 3.15, 4.19
19.9, 27.3, 15.7, 16.8, 16.8, 26.2, 16.8, 13.6, 24.1, 21.0, 21.0, 19.9, 18.9, 17.8, 17.8, 17.8, 3.15, 4.19, 3.15, 4.19, 3.15, 4.19, 1.05, 6.29, 4.19, 3.15, 3.15, 3.15, 5.24, 3.15, 4.19
21.0, 21.0, 21.0, 22.0, 21.0, 21.0, 22.0, 21.0, 22.0, 21.0, 21.0, 22.0, 21.0, 21.0, 22.0, 21.0, 9.44, 4.19, 2.1, 3.15, 6.29, 3.15, 4.19, 3.15, 4.19, 3.15, 4.19, 3.15, 4.19, 3.15, 3.15
24.1, 26.2, 24.1, 25.2, 25.2, 25.2, 25.2, 25.2, 24.1, 25.2, 26.2, 24.1, 25.2, 25.2, 24.1, 31.5, 9.44, 4.19, 3.15, 4.19, 3.15, 2.1, 6.29, 3.15, 4.19, 3.15, 1.05, 6.29, 4.19, 3.15, 4.19
25.2, 24.1, 26.2, 24.1, 25.2, 25.2, 25.2, 24.1, 26.2, 24.1, 24.1, 22.0, 22.0, 21.0, 21.0, 22.0, 6.29, 4.19, 3.15, 4.19, 3.15, 4.19, 1.05, 6.29, 4.19, 3.15, 4.19, 1.05, 6.29, 3.15, 4.19
25.2, 24.1, 26.2, 25.2, 25.2, 23.1, 27.3, 24.1, 25.2, 25.2, 24.1, 23.1, 21.0, 21.0, 21.0, 22.0, 11.5, 3.15, 4.19, 3.15, 2.1, 6.29, 3.15, 4.19, 3.15, 4.19, 4.19, 3.15, 4.19, 3.15, 4.19
24.1, 26.2, 25.2, 24.1, 26.2, 24.1, 25.2, 25.2, 25.2, 25.2, 23.1, 22.0, 21.0, 21.0, 22.0, 21.0, 5.24, 3.15, 4.19, 4.19, 3.15, 4.19, 3.15, 4.19, 3.15, 1.05, 7.34, 3.15, 3.15, 4.19, 1.05
